id,group,segment,events
75263,test,low,35.0
51160,test,low,34.0
72530,test,low,35.0
79002,test,low,30.0
97478,test,low,50.0
89573,test,low,25.0
25568,test,low,27.0
91515,test,low,28.0
10008,test,low,29.0
10088,test,low,40.0
52075,test,low,29.0
71125,test,low,29.0
47221,test,low,41.0
43959,test,low,34.0
47130,test,low,31.0
501,test,low,30.0
30279,test,low,39.0
88831,test,low,33.0
1334,test,low,33.0
28150,test,low,27.0
38760,test,low,39.0
11024,test,low,26.0
810,test,low,35.0
6331,test,low,33.0
3715,test,low,38.0
62972,test,low,32.0
20541,test,low,43.0
98560,test,low,29.0
56222,test,low,38.0
8588,test,low,26.0
34217,test,low,26.0
8800,test,low,30.0
59810,test,low,29.0
67114,test,low,34.0
50657,test,low,30.0
63237,test,low,34.0
65954,test,low,32.0
80852,test,low,30.0
27182,test,low,31.0
6069,test,low,34.0
30641,test,low,24.0
48580,test,low,32.0
57289,test,low,37.0
3359,test,low,34.0
6984,test,low,34.0
87143,test,low,36.0
80724,test,low,33.0
91752,test,low,36.0
92114,test,low,30.0
21540,test,low,37.0
41842,test,low,25.0
91037,test,low,33.0
38498,test,low,51.0
33071,test,low,36.0
5927,test,low,45.0
99697,test,low,33.0
38213,test,low,38.0
11648,test,low,32.0
11738,test,low,37.0
95535,test,low,26.0
59695,test,low,28.0
76609,test,low,37.0
50466,test,low,32.0
94202,test,low,39.0
48782,test,low,46.0
41932,test,low,35.0
28415,test,low,31.0
18832,test,low,25.0
8028,test,low,33.0
15266,test,low,27.0
83941,test,low,25.0
3014,test,low,36.0
79675,test,low,27.0
79268,test,low,24.0
77512,test,low,22.0
25379,test,low,35.0
26968,test,low,30.0
16275,test,low,45.0
48925,test,low,23.0
41099,test,low,24.0
21574,test,low,31.0
88404,test,low,33.0
77546,test,low,33.0
4873,test,low,36.0
22090,test,low,36.0
77843,test,low,45.0
55709,test,low,26.0
39434,test,low,23.0
82181,test,low,39.0
51929,test,low,33.0
56713,test,low,27.0
8493,test,low,34.0
28615,test,low,32.0
49377,test,low,24.0
13569,test,low,37.0
53531,test,low,33.0
48577,test,low,33.0
37937,test,low,25.0
62491,test,low,35.0
25475,test,low,25.0
77130,test,low,28.0
45457,test,low,28.0
34103,test,low,31.0
10193,test,low,42.0
22951,test,low,32.0
22743,test,low,27.0
89637,test,low,34.0
88752,test,low,42.0
3420,test,low,33.0
48540,test,low,25.0
66428,test,low,29.0
32033,test,low,35.0
18360,test,low,27.0
73871,test,low,37.0
11516,test,low,28.0
37158,test,low,39.0
31090,test,low,36.0
26046,test,low,33.0
68344,test,low,26.0
32977,test,low,31.0
9636,test,low,30.0
1411,test,low,29.0
46077,test,low,27.0
79515,test,low,33.0
27690,test,low,39.0
87634,test,low,41.0
525,test,low,35.0
2186,test,low,40.0
80122,test,low,37.0
81639,test,low,31.0
12959,test,low,37.0
86321,test,low,36.0
73778,test,low,39.0
29538,test,low,34.0
28098,test,low,32.0
2603,test,low,32.0
32093,test,low,37.0
87159,test,low,38.0
93329,test,low,24.0
75428,test,low,31.0
40503,test,low,43.0
48194,test,low,32.0
69474,test,low,32.0
19893,test,low,26.0
74759,test,low,28.0
12671,test,low,33.0
68749,test,low,29.0
2914,test,low,26.0
3683,test,low,32.0
47166,test,low,33.0
42549,test,low,42.0
32279,test,low,33.0
52645,test,low,37.0
77693,test,low,40.0
42360,test,low,32.0
65185,test,low,41.0
11117,test,low,32.0
43060,test,low,39.0
52365,test,low,31.0
24250,test,low,33.0
88636,test,low,28.0
75818,test,low,40.0
66646,test,low,33.0
32599,test,low,32.0
79053,test,low,35.0
3123,test,low,38.0
57819,test,low,28.0
50154,test,low,31.0
69107,test,low,35.0
94862,test,low,36.0
33452,test,low,30.0
27280,test,low,39.0
22297,test,low,34.0
23654,test,low,31.0
83801,test,low,31.0
70625,test,low,33.0
22213,test,low,38.0
92547,test,low,29.0
82358,test,low,32.0
8405,test,low,38.0
57273,test,low,33.0
36793,test,low,30.0
72344,test,low,31.0
18144,test,low,30.0
11319,test,low,41.0
99673,test,low,34.0
70454,test,low,31.0
81275,test,low,40.0
31077,test,low,33.0
11299,test,low,45.0
71350,test,low,36.0
70940,test,low,35.0
80392,test,low,27.0
37520,test,low,29.0
2396,test,low,30.0
11890,test,low,32.0
78229,test,low,30.0
32030,test,low,34.0
20130,test,low,37.0
39475,test,low,38.0
78723,test,low,39.0
75317,test,low,34.0
10719,test,low,35.0
57641,test,low,32.0
15498,test,low,31.0
20937,test,low,38.0
2826,test,low,37.0
27899,test,low,31.0
60422,test,low,29.0
72094,test,low,35.0
18280,test,low,37.0
4352,test,low,33.0
33338,test,low,27.0
92839,test,low,30.0
93137,test,low,30.0
63805,test,low,35.0
2929,test,low,43.0
16852,test,low,41.0
51494,test,low,26.0
63724,test,low,28.0
52126,test,low,32.0
31471,test,low,42.0
33389,test,low,40.0
38861,test,low,35.0
20834,test,low,38.0
3838,test,low,33.0
833,test,low,28.0
42755,test,low,32.0
73968,test,low,31.0
34987,test,low,32.0
90674,test,low,33.0
70913,test,low,38.0
11362,test,low,42.0
82780,test,low,37.0
60553,test,low,24.0
75609,test,low,34.0
22252,test,low,27.0
7613,test,low,39.0
44252,test,low,32.0
43495,test,low,25.0
78748,test,low,25.0
48651,test,low,39.0
92573,test,low,33.0
96847,test,low,49.0
49279,test,low,42.0
81734,test,low,42.0
33615,test,low,29.0
94609,test,low,40.0
22255,test,low,28.0
21811,test,low,30.0
2164,test,low,32.0
42425,test,low,36.0
28844,test,low,28.0
74676,test,low,34.0
34873,test,low,22.0
47909,test,low,37.0
35545,test,low,33.0
96599,test,low,29.0
6152,test,low,30.0
88337,test,low,36.0
27333,test,low,39.0
46248,test,low,37.0
3322,test,low,29.0
15279,test,low,33.0
4710,test,low,27.0
4292,test,low,24.0
86380,test,low,37.0
96064,test,low,32.0
39220,test,low,32.0
62286,test,low,34.0
93380,test,low,36.0
31929,test,low,31.0
55586,test,low,32.0
37836,test,low,33.0
94892,test,low,33.0
90726,test,low,27.0
67641,test,low,31.0
66283,test,low,39.0
87536,test,low,38.0
82450,test,low,30.0
4082,test,low,29.0
42005,test,low,33.0
75143,test,low,34.0
18436,test,low,34.0
85587,test,low,31.0
7873,test,low,39.0
59847,test,low,28.0
97510,test,low,37.0
30275,test,low,37.0
63403,test,low,32.0
41719,test,low,40.0
80252,test,low,40.0
303,test,low,35.0
14728,test,low,43.0
41306,test,low,32.0
86216,test,low,35.0
42317,test,low,35.0
63659,test,low,25.0
96124,test,low,35.0
87862,test,low,31.0
1227,test,low,37.0
76373,test,low,39.0
78331,test,low,42.0
94236,test,low,58.0
46789,test,low,39.0
56242,test,low,21.0
21764,test,low,25.0
97483,test,low,26.0
33481,test,low,20.0
12111,test,low,37.0
24013,test,low,31.0
75177,test,low,32.0
16908,test,low,35.0
80730,test,low,41.0
59912,test,low,31.0
7120,test,low,33.0
46470,test,low,40.0
73389,test,low,26.0
32802,test,low,33.0
24302,test,low,28.0
6113,test,low,38.0
27884,test,low,31.0
68637,test,low,33.0
46884,test,low,22.0
28475,test,low,41.0
54013,test,low,33.0
80713,test,low,33.0
5277,test,low,26.0
95386,test,low,33.0
66149,test,low,38.0
70040,test,low,27.0
53892,test,low,38.0
16887,test,low,28.0
18571,test,low,32.0
18112,test,low,36.0
56124,test,low,29.0
84839,test,low,40.0
19897,test,low,37.0
17900,test,low,23.0
61570,test,low,32.0
86991,test,low,40.0
14309,test,low,35.0
70421,test,low,34.0
77963,test,low,48.0
43293,test,low,29.0
85738,test,low,40.0
81754,test,low,25.0
46375,test,low,34.0
65900,test,low,34.0
45583,test,low,30.0
58,test,low,28.0
1193,test,low,27.0
95500,test,low,33.0
99018,test,low,37.0
13524,test,low,36.0
39694,test,low,38.0
12298,test,low,38.0
57130,test,low,15.0
61268,test,low,27.0
54249,test,low,41.0
4630,test,low,31.0
60860,test,low,35.0
23138,test,low,29.0
73502,test,low,37.0
2846,test,low,39.0
58478,test,low,27.0
75146,test,low,31.0
9893,test,low,35.0
3370,test,low,33.0
98155,test,low,39.0
73934,test,low,32.0
73395,test,low,31.0
78731,test,low,29.0
66277,test,low,35.0
76023,test,low,34.0
67168,test,low,27.0
52911,test,low,24.0
75712,test,low,36.0
899,test,low,29.0
508,test,low,33.0
84625,test,low,26.0
60415,test,low,38.0
85974,test,low,27.0
54523,test,low,40.0
62850,test,low,33.0
36832,test,low,33.0
72078,test,low,25.0
11119,test,low,45.0
12811,test,low,37.0
12660,test,low,41.0
87167,test,low,32.0
16296,test,low,37.0
14688,test,low,42.0
61996,test,low,43.0
18746,test,low,39.0
21538,test,low,27.0
80251,test,low,27.0
29925,test,low,36.0
46378,test,low,29.0
55596,test,low,34.0
84409,test,low,46.0
51454,test,low,25.0
79291,test,low,44.0
66301,test,low,33.0
94425,test,low,26.0
16799,test,low,39.0
5213,test,low,30.0
8644,test,low,36.0
34692,test,low,35.0
851,test,low,35.0
63921,test,low,28.0
21704,test,low,28.0
42719,test,low,38.0
56015,test,low,27.0
37193,test,low,35.0
5364,test,low,27.0
86116,test,low,29.0
98389,test,low,32.0
66162,test,low,36.0
35905,test,low,31.0
10511,test,low,38.0
65116,test,low,32.0
81446,test,low,43.0
36049,test,low,28.0
66635,test,low,30.0
34958,test,low,26.0
53207,test,low,36.0
15852,test,low,28.0
62064,test,low,34.0
30682,test,low,37.0
60757,test,low,28.0
45343,test,low,37.0
57808,test,low,32.0
59163,test,low,47.0
55638,test,low,29.0
21874,test,low,24.0
39622,test,low,28.0
58663,test,low,42.0
13783,test,low,36.0
33322,test,low,39.0
87920,test,low,33.0
50618,test,low,32.0
74796,test,low,39.0
56290,test,low,33.0
43330,test,low,33.0
35803,test,low,33.0
33830,test,low,30.0
40706,test,low,38.0
7416,test,low,29.0
96689,test,low,29.0
3424,test,low,32.0
33187,test,low,28.0
2289,test,low,33.0
28686,test,low,30.0
17651,test,low,29.0
49833,test,low,24.0
68773,test,low,39.0
53647,test,low,31.0
46952,test,low,29.0
86554,test,low,30.0
39517,test,low,41.0
35901,test,low,37.0
79530,test,low,40.0
75054,test,low,23.0
98831,test,low,32.0
264,test,low,50.0
73707,test,low,28.0
86131,test,low,41.0
73654,test,low,37.0
77279,test,low,34.0
95421,test,low,27.0
30153,test,low,35.0
1688,test,low,32.0
71308,test,low,22.0
62400,test,low,28.0
71560,test,low,25.0
37100,test,low,32.0
65887,test,low,29.0
58141,test,low,33.0
82477,test,low,33.0
64503,test,low,25.0
36364,test,low,30.0
56513,test,low,33.0
26596,test,low,35.0
85343,test,low,30.0
72207,test,low,37.0
88933,test,low,37.0
39832,test,low,33.0
13167,test,low,33.0
54103,test,low,36.0
90762,test,low,45.0
84250,test,low,33.0
12189,test,low,34.0
75624,test,low,34.0
11775,test,low,32.0
24976,test,low,30.0
36055,test,low,35.0
82919,test,low,27.0
80510,test,low,33.0
64253,test,low,22.0
41590,test,low,30.0
91153,test,low,32.0
17521,test,low,31.0
49032,test,low,34.0
38642,test,low,31.0
40022,test,low,35.0
66223,test,low,31.0
16628,test,low,36.0
77045,test,low,30.0
96893,test,low,22.0
99647,test,low,37.0
66714,test,low,25.0
84420,test,low,26.0
9409,test,low,37.0
31270,test,low,25.0
69105,test,low,31.0
54009,test,low,34.0
72648,test,low,36.0
418,test,low,37.0
75553,test,low,30.0
84253,test,low,35.0
38398,test,low,36.0
8980,test,low,15.0
45985,test,low,40.0
84002,test,low,34.0
15455,test,low,35.0
44845,test,low,34.0
76782,test,low,34.0
80550,test,low,37.0
56282,test,low,36.0
57399,test,low,35.0
11818,test,low,38.0
74449,test,low,42.0
22638,test,low,34.0
9075,test,low,21.0
77295,test,low,34.0
41903,test,low,29.0
82208,test,low,32.0
44386,test,low,35.0
55124,test,low,25.0
75897,test,low,34.0
81185,test,low,30.0
36141,test,low,43.0
82829,test,low,34.0
86682,test,low,39.0
53053,test,low,39.0
69092,test,low,35.0
3002,test,low,30.0
35751,test,low,27.0
85601,test,low,42.0
10109,test,low,32.0
85970,test,low,39.0
62919,test,low,33.0
31738,test,low,31.0
58851,test,low,32.0
65619,test,low,22.0
90240,test,low,33.0
2066,test,low,26.0
74931,test,low,40.0
6475,test,low,35.0
45328,test,low,29.0
22070,test,low,36.0
90665,test,low,36.0
40865,test,low,34.0
23969,test,low,27.0
81805,test,low,38.0
17731,test,low,31.0
59976,test,low,38.0
38272,test,low,34.0
14824,test,low,37.0
62122,test,low,27.0
70284,test,low,39.0
3608,test,low,33.0
57975,test,low,37.0
35106,test,low,34.0
6496,test,low,38.0
75975,test,low,35.0
67737,test,low,36.0
24009,test,low,36.0
74306,test,low,32.0
22467,test,low,23.0
83741,test,low,29.0
33473,test,low,36.0
99080,test,low,35.0
35217,test,low,36.0
25227,test,low,36.0
97924,test,low,31.0
91210,test,low,43.0
80842,test,low,30.0
51444,test,low,36.0
1537,test,low,27.0
16975,test,low,33.0
7443,test,low,31.0
52657,test,low,30.0
16719,test,low,38.0
45292,test,low,38.0
91496,test,low,27.0
19092,test,low,33.0
29748,test,low,26.0
81526,test,low,30.0
96322,test,low,33.0
42524,test,low,27.0
65996,test,low,34.0
67456,test,low,29.0
48932,test,low,36.0
35282,test,low,35.0
99573,test,low,33.0
64470,test,low,24.0
98525,test,low,30.0
67538,test,low,37.0
41336,test,low,41.0
61595,test,low,37.0
60753,test,low,34.0
40284,test,low,30.0
21234,test,low,26.0
28271,test,low,23.0
65058,test,low,44.0
54923,test,low,39.0
2503,test,low,34.0
73656,test,low,28.0
41296,test,low,34.0
58283,test,low,31.0
41074,test,low,28.0
49703,test,low,42.0
25933,test,low,22.0
30401,test,low,39.0
90051,test,low,35.0
78825,test,low,38.0
41425,test,low,33.0
87075,test,low,38.0
62161,test,low,39.0
62595,test,low,36.0
63727,test,low,44.0
77530,test,low,45.0
48834,test,low,36.0
64584,test,low,31.0
95722,test,low,33.0
19125,test,low,38.0
73746,test,low,25.0
5079,test,low,39.0
56661,test,low,37.0
77874,test,low,36.0
25303,test,low,37.0
99099,test,low,32.0
13543,test,low,27.0
67863,test,low,30.0
10471,test,low,32.0
48810,test,low,27.0
99308,test,low,28.0
79898,test,low,33.0
3766,test,low,24.0
75910,test,low,29.0
92387,test,low,44.0
52539,test,low,31.0
62867,test,low,33.0
41585,test,low,33.0
9807,test,low,29.0
63392,test,low,33.0
90976,test,low,42.0
33831,test,low,26.0
14197,test,low,37.0
60846,test,low,28.0
48443,test,low,34.0
50174,test,low,37.0
15440,test,low,32.0
19180,test,low,29.0
13852,test,low,30.0
48485,test,low,31.0
74635,test,low,39.0
29714,test,low,35.0
24194,test,low,37.0
90648,test,low,41.0
89745,test,low,42.0
39658,test,low,38.0
94186,test,low,34.0
52474,test,low,34.0
73249,test,low,41.0
4717,test,low,35.0
67738,test,low,31.0
56272,test,low,39.0
51317,test,low,38.0
28929,test,low,33.0
99854,test,low,28.0
96051,test,low,34.0
20988,test,low,42.0
73311,test,low,36.0
49625,test,low,34.0
95322,test,low,29.0
62741,test,low,35.0
65905,test,low,38.0
27108,test,low,35.0
23455,test,low,33.0
1779,test,low,41.0
86173,test,low,28.0
42986,test,low,21.0
27795,test,low,28.0
27111,test,low,31.0
61088,test,low,37.0
5900,test,low,38.0
44132,test,low,27.0
14558,test,low,34.0
20190,test,low,29.0
2773,test,low,37.0
44835,test,low,40.0
74930,test,low,37.0
42532,test,low,29.0
88542,test,low,28.0
28019,test,low,35.0
74812,test,low,46.0
9691,test,low,40.0
23825,test,low,33.0
82100,test,low,32.0
11479,test,low,35.0
17829,test,low,24.0
57194,test,low,40.0
61009,test,low,32.0
66632,test,low,25.0
50571,test,low,38.0
88816,test,low,30.0
71126,test,low,37.0
2257,test,low,34.0
69785,test,low,29.0
18961,test,low,32.0
2278,test,low,35.0
5857,test,low,30.0
73057,test,low,30.0
92470,test,low,37.0
49039,test,low,30.0
22872,test,low,31.0
15756,test,low,37.0
80078,test,low,33.0
6747,test,low,29.0
8978,test,low,27.0
47217,test,low,38.0
90461,test,low,32.0
47739,test,low,34.0
60405,test,low,30.0
74994,test,low,28.0
58124,test,low,47.0
7527,test,low,38.0
43279,test,low,42.0
63624,test,low,27.0
39581,test,low,37.0
3510,test,low,30.0
66384,test,low,32.0
34859,test,low,37.0
17242,test,low,31.0
92164,test,low,27.0
34960,test,low,33.0
57945,test,low,40.0
25992,test,low,39.0
60112,test,low,32.0
89902,test,low,30.0
29377,test,low,26.0
17050,test,low,44.0
16681,test,low,37.0
74899,test,low,39.0
29158,test,low,38.0
10124,test,low,30.0
4754,test,low,30.0
26328,test,low,34.0
30992,test,low,42.0
81126,test,low,44.0
21062,test,low,28.0
16348,test,low,33.0
80060,test,low,23.0
24829,test,low,36.0
69653,test,low,46.0
72965,test,low,34.0
61402,test,low,43.0
56547,test,low,30.0
22908,test,low,40.0
1046,test,low,36.0
21882,test,low,38.0
8600,test,low,37.0
62978,test,low,30.0
15125,test,low,31.0
56276,test,low,40.0
11083,test,low,33.0
94651,test,low,33.0
7242,test,low,32.0
22842,test,low,40.0
27006,test,low,34.0
61058,test,low,36.0
81250,test,low,31.0
19468,test,low,38.0
128,test,low,34.0
8233,test,low,38.0
55293,test,low,32.0
59313,test,low,37.0
90509,test,low,28.0
95469,test,low,28.0
93524,test,low,36.0
25230,test,low,35.0
36042,test,low,35.0
39032,test,low,33.0
44194,test,low,28.0
95311,test,low,26.0
34896,test,low,45.0
30099,test,low,39.0
52036,test,low,31.0
48634,test,low,35.0
15261,test,low,29.0
48232,test,low,27.0
46608,test,low,40.0
19046,test,low,31.0
8886,test,low,29.0
58810,test,low,34.0
91636,test,low,27.0
46506,test,low,40.0
24913,test,low,32.0
87535,test,low,36.0
94139,test,low,36.0
5795,test,low,40.0
6043,test,low,21.0
29213,test,low,29.0
99488,test,low,39.0
57615,test,low,39.0
60798,test,low,32.0
27529,test,low,44.0
87555,test,low,47.0
85936,test,low,40.0
45494,test,low,37.0
99601,test,low,29.0
85200,test,low,27.0
27463,test,low,27.0
35244,test,low,27.0
13684,test,low,38.0
45384,test,low,35.0
59738,test,low,33.0
89549,test,low,40.0
84512,test,low,37.0
62993,test,low,28.0
89904,test,low,26.0
83456,test,low,46.0
78935,test,low,36.0
27326,test,low,34.0
27098,test,low,37.0
38607,test,low,30.0
62078,test,low,33.0
75885,test,low,39.0
75561,test,low,32.0
69307,test,low,23.0
98840,test,low,34.0
91715,test,low,30.0
81485,test,low,34.0
35562,test,low,45.0
75925,test,low,30.0
53590,test,low,38.0
99000,test,low,42.0
44641,test,low,28.0
27634,test,low,38.0
669,test,low,35.0
36371,test,low,25.0
52940,test,low,24.0
84247,test,low,26.0
83902,test,low,32.0
33848,test,low,30.0
69161,test,low,34.0
25127,test,low,29.0
61263,test,low,39.0
17417,test,low,23.0
47414,test,low,33.0
10457,test,low,28.0
24543,test,low,28.0
96023,test,low,24.0
27493,test,low,28.0
51813,test,low,22.0
79904,test,low,27.0
41935,test,low,26.0
1773,test,low,28.0
21579,test,low,32.0
9816,test,low,31.0
95925,test,low,28.0
71090,test,low,26.0
20415,test,low,37.0
18852,test,low,34.0
35728,test,low,39.0
92340,test,low,37.0
87479,test,low,36.0
87976,test,low,41.0
7764,test,low,32.0
97797,test,low,34.0
49297,test,low,29.0
25972,test,low,27.0
32363,test,low,23.0
90171,test,low,33.0
37431,test,low,37.0
76716,test,low,38.0
59386,test,low,30.0
50833,test,low,28.0
90522,test,low,30.0
73969,test,low,30.0
54870,test,low,34.0
57351,test,low,25.0
49284,test,low,27.0
36557,test,low,35.0
26392,test,low,41.0
27005,test,low,25.0
62973,test,low,46.0
38163,test,low,40.0
87652,test,low,30.0
82601,test,low,38.0
82679,test,low,36.0
37827,test,low,39.0
46556,test,low,51.0
1661,test,low,24.0
21487,test,low,26.0
48150,test,low,23.0
35134,test,low,40.0
76690,test,low,33.0
93627,test,low,40.0
13520,test,low,40.0
33374,test,low,36.0
91088,test,low,25.0
67843,test,low,27.0
91814,test,low,34.0
62053,test,low,33.0
84667,test,low,28.0
89046,test,low,24.0
73971,test,low,29.0
20681,test,low,35.0
23882,test,low,33.0
84434,test,low,29.0
16453,test,low,44.0
26116,test,low,39.0
39450,test,low,33.0
39646,test,low,26.0
14698,test,low,44.0
88513,test,low,45.0
67404,test,low,36.0
91438,test,low,28.0
41882,test,low,39.0
75165,test,low,30.0
19694,test,low,28.0
73563,test,low,38.0
94068,test,low,35.0
22633,test,low,31.0
57589,test,low,30.0
26676,test,low,32.0
82435,test,low,37.0
80059,test,low,22.0
90279,test,low,26.0
29996,test,low,37.0
601,test,low,39.0
88571,test,low,34.0
40108,test,low,28.0
76804,test,low,34.0
88169,test,low,24.0
23525,test,low,31.0
95724,test,low,37.0
22321,test,low,39.0
12022,test,low,36.0
89552,test,low,31.0
33622,test,low,25.0
34709,test,low,32.0
99423,test,low,30.0
6307,test,low,37.0
8710,test,low,35.0
20378,test,low,34.0
42758,test,low,34.0
24125,test,low,28.0
52434,test,low,31.0
54533,test,low,28.0
83259,test,low,42.0
21713,test,low,33.0
74360,test,low,26.0
69656,test,low,38.0
84861,test,low,33.0
95449,test,low,35.0
36354,test,low,33.0
25323,test,low,27.0
89063,test,low,33.0
11819,test,low,29.0
37251,test,low,24.0
14645,test,low,36.0
99431,test,low,36.0
67305,test,low,32.0
62458,test,low,40.0
27918,test,low,24.0
34309,test,low,34.0
21966,test,low,45.0
11308,test,low,39.0
70852,test,low,45.0
46549,test,low,30.0
56094,test,low,29.0
31371,test,low,24.0
14934,test,low,31.0
79929,test,low,31.0
10107,test,low,38.0
33123,test,low,42.0
20434,test,low,31.0
11637,test,low,36.0
86898,test,low,27.0
83861,test,low,43.0
14727,test,low,27.0
23759,test,low,25.0
83819,test,low,27.0
28093,test,low,37.0
8722,test,low,35.0
59274,test,low,25.0
36854,test,low,47.0
44752,test,low,38.0
27701,test,low,30.0
63019,test,low,34.0
7988,test,low,32.0
35255,test,low,35.0
45646,test,low,26.0
77838,test,low,40.0
43282,test,low,29.0
9107,test,low,34.0
52245,test,low,19.0
78193,test,low,40.0
98803,test,low,40.0
95790,test,low,42.0
32241,test,low,42.0
5474,test,low,24.0
88175,test,low,27.0
11080,test,low,29.0
1440,test,low,31.0
26730,test,low,29.0
16081,test,low,25.0
65096,test,low,25.0
24770,test,low,37.0
33495,test,low,31.0
41254,test,low,29.0
53093,test,low,23.0
74029,test,low,31.0
2886,test,low,22.0
90382,test,low,38.0
82769,test,low,34.0
12150,test,low,36.0
60314,test,low,35.0
5955,test,low,33.0
76003,test,low,32.0
65607,test,low,39.0
46859,test,low,30.0
90068,test,low,31.0
87468,test,low,37.0
82725,test,low,33.0
50471,test,low,40.0
10148,test,low,34.0
52779,test,low,42.0
65945,test,low,29.0
40431,test,low,41.0
98305,test,low,26.0
86372,test,low,32.0
81974,test,low,27.0
96111,test,low,24.0
78522,test,low,40.0
78502,test,low,26.0
89805,test,low,25.0
12584,test,low,37.0
88378,test,low,30.0
27903,test,low,20.0
22632,test,low,30.0
99614,test,low,29.0
95565,test,low,40.0
25179,test,low,24.0
79391,test,low,37.0
90316,test,low,34.0
57510,test,low,32.0
63899,test,low,25.0
71491,test,low,37.0
1505,test,low,39.0
48887,test,low,43.0
75455,test,low,36.0
80939,test,low,30.0
64051,test,low,42.0
11093,test,low,26.0
9879,test,low,34.0
79325,test,low,37.0
60372,test,low,24.0
51020,test,low,35.0
36342,test,low,34.0
7150,test,low,34.0
23498,test,low,29.0
28761,test,low,32.0
90611,test,low,36.0
35976,test,low,34.0
50487,test,low,28.0
90579,test,low,28.0
64490,test,low,27.0
28228,test,low,33.0
37415,test,low,32.0
6843,test,low,46.0
24495,test,low,32.0
88604,test,low,38.0
16031,test,low,34.0
81909,test,low,43.0
27966,test,low,29.0
13395,test,low,43.0
8850,test,low,35.0
19409,test,low,31.0
54366,test,low,30.0
47139,test,low,35.0
35459,test,low,29.0
86564,test,low,33.0
59995,test,low,40.0
56584,test,low,33.0
81707,test,low,24.0
43204,test,low,23.0
26690,test,low,32.0
6442,test,low,30.0
27612,test,low,34.0
95026,test,low,41.0
20220,test,low,38.0
24995,test,low,36.0
73012,test,low,34.0
42651,test,low,33.0
10306,test,low,40.0
87942,test,low,27.0
39920,test,low,36.0
53751,test,low,38.0
65941,test,low,29.0
1769,test,low,33.0
7408,test,low,33.0
4714,test,low,37.0
39914,test,low,34.0
69335,test,low,29.0
21150,test,low,40.0
77787,test,low,29.0
62014,test,low,30.0
77011,test,low,43.0
48874,test,low,43.0
59315,test,low,18.0
60466,test,low,25.0
60333,test,low,43.0
90190,test,low,36.0
73664,test,low,18.0
28342,test,low,29.0
90298,test,low,34.0
61117,test,low,31.0
77860,test,low,30.0
6135,test,low,43.0
7406,test,low,37.0
88830,test,low,27.0
27148,test,low,37.0
60844,test,low,28.0
46667,test,low,36.0
29413,test,low,35.0
34021,test,low,26.0
79836,test,low,30.0
7313,test,low,30.0
99155,test,low,27.0
31311,test,low,28.0
67875,test,low,33.0
31301,test,low,30.0
38849,test,low,37.0
70210,test,low,39.0
42500,test,low,43.0
95704,test,low,32.0
47960,test,low,27.0
6018,test,low,22.0
70786,test,low,35.0
46031,test,low,41.0
87927,test,low,29.0
86283,test,low,27.0
61534,test,low,29.0
29112,test,low,34.0
74584,test,low,38.0
62569,test,low,29.0
28149,test,low,26.0
1454,test,low,31.0
49529,test,low,30.0
49364,test,low,26.0
74322,test,low,27.0
10745,test,low,30.0
94821,test,low,33.0
9805,test,low,35.0
26141,test,low,36.0
4840,test,low,47.0
14305,test,low,27.0
26642,test,low,36.0
34723,test,low,30.0
33173,test,low,43.0
27552,test,low,28.0
85777,test,low,29.0
30491,test,low,46.0
17235,test,low,39.0
19738,test,low,39.0
26527,test,low,34.0
12665,test,low,30.0
65975,test,low,36.0
61198,test,low,27.0
78663,test,low,28.0
94891,test,low,30.0
5902,test,low,37.0
30550,test,low,33.0
3415,test,low,24.0
20132,test,low,31.0
69970,test,low,23.0
81430,test,low,32.0
16857,test,low,32.0
41902,test,low,43.0
86911,test,low,32.0
95356,test,low,26.0
10662,test,low,38.0
39200,test,low,33.0
64052,test,low,39.0
95645,test,low,36.0
60972,test,low,36.0
61906,test,low,27.0
92791,test,low,38.0
33607,test,low,33.0
4345,test,low,39.0
70463,test,low,27.0
49564,test,low,23.0
86324,test,low,49.0
9999,test,low,34.0
24870,test,low,32.0
70227,test,low,27.0
22574,test,low,38.0
5235,test,low,29.0
26715,test,low,30.0
18789,test,low,35.0
6760,test,low,23.0
47250,test,low,26.0
96749,test,low,35.0
72997,test,low,23.0
59818,test,low,38.0
73096,test,low,37.0
97407,test,low,37.0
63583,test,low,29.0
94108,test,low,40.0
68798,test,low,37.0
70030,test,low,37.0
8154,test,low,35.0
27254,test,low,38.0
87736,test,low,40.0
3540,test,low,30.0
32766,test,low,34.0
42084,test,low,39.0
1697,test,low,31.0
28662,test,low,37.0
47794,test,low,28.0
33905,test,low,37.0
30774,test,low,32.0
46688,test,low,27.0
55239,test,low,26.0
20867,test,low,33.0
15689,test,low,34.0
72089,test,low,37.0
66482,test,low,36.0
27422,test,low,39.0
4855,test,low,36.0
80084,test,low,32.0
87310,test,low,45.0
14401,test,low,35.0
64532,test,low,29.0
40884,test,low,27.0
84504,test,low,35.0
90456,test,low,40.0
49790,test,low,25.0
70619,test,low,33.0
30837,test,low,37.0
67359,test,low,36.0
96662,test,low,32.0
27525,test,low,37.0
42720,test,low,38.0
9566,test,low,36.0
14612,test,low,27.0
15994,test,low,29.0
39141,test,low,29.0
95419,test,low,25.0
29198,test,low,40.0
67134,test,low,30.0
24555,test,low,32.0
74579,test,low,28.0
21793,test,low,34.0
57097,test,low,32.0
90716,test,low,34.0
52613,test,low,26.0
