order_id,delivery_time,district,experiment_group
3030,56.0,Purlieus,control
7134,39.0,Purlieus,control
3731,55.0,Purlieus,control
3084,46.0,Purlieus,control
3365,29.0,Central,control
1430,41.0,Purlieus,control
4878,49.0,Purlieus,control
6061,42.0,Purlieus,control
3934,34.0,Purlieus,control
3925,41.0,Purlieus,control
10977,36.0,Purlieus,control
6456,44.0,Purlieus,control
5852,19.0,Central,control
7586,52.0,Purlieus,control
7266,33.0,Purlieus,control
7743,51.0,Purlieus,control
5305,62.0,Suburb,control
3461,32.0,Purlieus,control
4993,53.0,Purlieus,control
8031,35.0,Purlieus,control
5309,48.0,Purlieus,control
9803,39.0,Purlieus,control
2748,55.0,Purlieus,control
8107,34.0,Purlieus,control
10532,36.0,Purlieus,control
9534,56.0,Purlieus,control
1142,60.0,Purlieus,control
8748,47.0,Purlieus,control
8630,41.0,Purlieus,control
6669,52.0,Purlieus,control
1480,63.0,Suburb,control
10318,40.0,Purlieus,control
2054,44.0,Purlieus,control
4490,39.0,Purlieus,control
7772,24.0,Central,control
10004,46.0,Purlieus,control
3422,40.0,Purlieus,control
8886,37.0,Purlieus,control
4112,44.0,Purlieus,control
7722,36.0,Purlieus,control
9827,48.0,Purlieus,control
3654,52.0,Purlieus,control
9132,43.0,Purlieus,control
10511,33.0,Purlieus,control
9879,58.0,Purlieus,control
3607,45.0,Purlieus,control
3540,56.0,Purlieus,control
3933,51.0,Purlieus,control
6581,48.0,Purlieus,control
10095,42.0,Purlieus,control
1279,42.0,Purlieus,control
10984,52.0,Purlieus,control
1713,39.0,Purlieus,control
7889,45.0,Purlieus,control
3177,53.0,Purlieus,control
9975,43.0,Purlieus,control
5996,53.0,Purlieus,control
10788,57.0,Purlieus,control
5843,32.0,Purlieus,control
8635,45.0,Purlieus,control
8553,42.0,Purlieus,control
3899,49.0,Purlieus,control
6322,29.0,Central,control
9562,57.0,Purlieus,control
3275,40.0,Purlieus,control
6022,53.0,Purlieus,control
4176,39.0,Purlieus,control
3794,52.0,Purlieus,control
10047,23.0,Central,control
10168,36.0,Purlieus,control
2428,22.0,Central,control
6351,41.0,Purlieus,control
1454,61.0,Suburb,control
3219,26.0,Central,control
7637,52.0,Purlieus,control
4969,42.0,Purlieus,control
1317,39.0,Purlieus,control
7614,39.0,Purlieus,control
5828,37.0,Purlieus,control
2525,37.0,Purlieus,control
2559,35.0,Purlieus,control
5042,54.0,Purlieus,control
5575,53.0,Purlieus,control
5614,47.0,Purlieus,control
4099,43.0,Purlieus,control
3297,49.0,Purlieus,control
1159,51.0,Purlieus,control
9315,54.0,Purlieus,control
1996,48.0,Purlieus,control
8679,52.0,Purlieus,control
10090,59.0,Purlieus,control
7711,51.0,Purlieus,control
10831,39.0,Purlieus,control
1027,60.0,Purlieus,control
4259,39.0,Purlieus,control
9365,38.0,Purlieus,control
1389,43.0,Purlieus,control
4650,49.0,Purlieus,control
10264,35.0,Purlieus,control
8220,55.0,Purlieus,control
8777,48.0,Purlieus,control
1076,35.0,Purlieus,control
6658,36.0,Purlieus,control
7284,58.0,Purlieus,control
9260,67.0,Suburb,control
9507,62.0,Suburb,control
5734,39.0,Purlieus,control
10034,47.0,Purlieus,control
3826,39.0,Purlieus,control
8539,34.0,Purlieus,control
7304,56.0,Purlieus,control
1675,32.0,Purlieus,control
4606,22.0,Central,control
5774,50.0,Purlieus,control
7395,51.0,Purlieus,control
9328,39.0,Purlieus,control
11047,45.0,Purlieus,control
3175,56.0,Purlieus,control
3705,62.0,Suburb,control
3714,49.0,Purlieus,control
10743,53.0,Purlieus,control
1403,32.0,Purlieus,control
2372,42.0,Purlieus,control
6992,32.0,Purlieus,control
3587,46.0,Purlieus,control
8650,43.0,Purlieus,control
9672,42.0,Purlieus,control
6857,48.0,Purlieus,control
10803,36.0,Purlieus,control
7653,40.0,Purlieus,control
6552,54.0,Purlieus,control
8648,28.0,Central,control
2939,24.0,Central,control
7948,44.0,Purlieus,control
10960,43.0,Purlieus,control
7607,42.0,Purlieus,control
3273,57.0,Purlieus,control
3307,33.0,Purlieus,control
8311,51.0,Purlieus,control
5128,42.0,Purlieus,control
3505,32.0,Purlieus,control
7815,52.0,Purlieus,control
8401,44.0,Purlieus,control
5454,40.0,Purlieus,control
3494,37.0,Purlieus,control
8940,43.0,Purlieus,control
10420,43.0,Purlieus,control
8492,38.0,Purlieus,control
6837,25.0,Central,control
4716,45.0,Purlieus,control
2724,49.0,Purlieus,control
8985,49.0,Purlieus,control
5352,46.0,Purlieus,control
5373,49.0,Purlieus,control
2739,30.0,Purlieus,control
5444,33.0,Purlieus,control
9956,45.0,Purlieus,control
1949,40.0,Purlieus,control
7543,49.0,Purlieus,control
4603,47.0,Purlieus,control
8674,27.0,Central,control
1431,55.0,Purlieus,control
5875,44.0,Purlieus,control
4445,34.0,Purlieus,control
9588,55.0,Purlieus,control
1786,49.0,Purlieus,control
6831,48.0,Purlieus,control
8621,45.0,Purlieus,control
3823,34.0,Purlieus,control
8164,46.0,Purlieus,control
7769,38.0,Purlieus,control
7791,43.0,Purlieus,control
10700,56.0,Purlieus,control
1955,42.0,Purlieus,control
9649,36.0,Purlieus,control
4720,49.0,Purlieus,control
4016,51.0,Purlieus,control
5124,34.0,Purlieus,control
6623,43.0,Purlieus,control
4917,47.0,Purlieus,control
7463,72.0,Suburb,control
6973,52.0,Purlieus,control
1822,38.0,Purlieus,control
6271,58.0,Purlieus,control
3717,41.0,Purlieus,control
5397,43.0,Purlieus,control
1835,31.0,Purlieus,control
1817,47.0,Purlieus,control
1589,49.0,Purlieus,control
3170,58.0,Purlieus,control
3718,54.0,Purlieus,control
8407,45.0,Purlieus,control
10149,40.0,Purlieus,control
5958,48.0,Purlieus,control
10025,40.0,Purlieus,control
3156,37.0,Purlieus,control
10899,48.0,Purlieus,control
1624,36.0,Purlieus,control
7299,40.0,Purlieus,control
2469,63.0,Suburb,control
1132,40.0,Purlieus,control
4803,58.0,Purlieus,control
5923,32.0,Purlieus,control
9772,32.0,Purlieus,control
9917,51.0,Purlieus,control
6288,51.0,Purlieus,control
4257,48.0,Purlieus,control
7014,46.0,Purlieus,control
5419,37.0,Purlieus,control
9842,39.0,Purlieus,control
4524,45.0,Purlieus,control
3217,43.0,Purlieus,control
6284,41.0,Purlieus,control
7267,59.0,Purlieus,control
9165,21.0,Central,control
8894,50.0,Purlieus,control
4414,27.0,Central,control
9568,46.0,Purlieus,control
9404,31.0,Purlieus,control
2826,41.0,Purlieus,control
4608,60.0,Purlieus,control
8947,48.0,Purlieus,control
4886,31.0,Purlieus,control
10402,41.0,Purlieus,control
10800,69.0,Suburb,control
8786,44.0,Purlieus,control
1815,32.0,Purlieus,control
4052,49.0,Purlieus,control
5193,32.0,Purlieus,control
5136,46.0,Purlieus,control
9400,54.0,Purlieus,control
3729,51.0,Purlieus,control
7541,52.0,Purlieus,control
8899,39.0,Purlieus,control
9095,44.0,Purlieus,control
3948,48.0,Purlieus,control
5595,41.0,Purlieus,control
9769,36.0,Purlieus,control
2993,38.0,Purlieus,control
10558,51.0,Purlieus,control
3301,41.0,Purlieus,control
6213,49.0,Purlieus,control
8766,46.0,Purlieus,control
5916,64.0,Suburb,control
10410,47.0,Purlieus,control
6041,42.0,Purlieus,control
8482,53.0,Purlieus,control
9934,59.0,Purlieus,control
9928,40.0,Purlieus,control
11053,53.0,Purlieus,control
2534,54.0,Purlieus,control
9547,62.0,Suburb,control
6107,39.0,Purlieus,control
4626,49.0,Purlieus,control
2583,36.0,Purlieus,control
8150,31.0,Purlieus,control
9787,45.0,Purlieus,control
7461,45.0,Purlieus,control
6869,57.0,Purlieus,control
2157,31.0,Purlieus,control
6510,41.0,Purlieus,control
4217,53.0,Purlieus,control
6327,49.0,Purlieus,control
10435,27.0,Central,control
10079,73.0,Suburb,control
8116,35.0,Purlieus,control
6704,38.0,Purlieus,control
9601,64.0,Suburb,control
4968,34.0,Purlieus,control
10448,40.0,Purlieus,control
8088,45.0,Purlieus,control
5662,33.0,Purlieus,control
5555,46.0,Purlieus,control
6444,35.0,Purlieus,control
9127,31.0,Purlieus,control
8308,51.0,Purlieus,control
10461,61.0,Suburb,control
8645,36.0,Purlieus,control
3529,48.0,Purlieus,control
4542,40.0,Purlieus,control
6706,32.0,Purlieus,control
2687,44.0,Purlieus,control
9796,45.0,Purlieus,control
5866,41.0,Purlieus,control
8094,50.0,Purlieus,control
9957,64.0,Suburb,control
9515,56.0,Purlieus,control
7508,32.0,Purlieus,control
5730,53.0,Purlieus,control
3785,38.0,Purlieus,control
1585,54.0,Purlieus,control
10569,43.0,Purlieus,control
9570,60.0,Purlieus,control
2403,44.0,Purlieus,control
2535,39.0,Purlieus,control
7977,34.0,Purlieus,control
10208,44.0,Purlieus,control
4027,36.0,Purlieus,control
7221,65.0,Suburb,control
4815,40.0,Purlieus,control
7806,45.0,Purlieus,control
7575,20.0,Central,control
11072,48.0,Purlieus,control
9362,19.0,Central,control
6798,39.0,Purlieus,control
6104,46.0,Purlieus,control
6953,25.0,Central,control
5012,40.0,Purlieus,control
5232,45.0,Purlieus,control
2077,50.0,Purlieus,control
5943,48.0,Purlieus,control
3998,43.0,Purlieus,control
4646,42.0,Purlieus,control
4283,39.0,Purlieus,control
2315,28.0,Central,control
9980,35.0,Purlieus,control
2590,60.0,Purlieus,control
7890,45.0,Purlieus,control
7619,52.0,Purlieus,control
5894,28.0,Central,control
9390,43.0,Purlieus,control
3650,34.0,Purlieus,control
7561,52.0,Purlieus,control
2755,57.0,Purlieus,control
5603,32.0,Purlieus,control
7841,53.0,Purlieus,control
1284,48.0,Purlieus,control
10394,45.0,Purlieus,control
8298,50.0,Purlieus,control
9366,59.0,Purlieus,control
3563,35.0,Purlieus,control
2018,51.0,Purlieus,control
5031,40.0,Purlieus,control
4472,47.0,Purlieus,control
10689,39.0,Purlieus,control
6765,31.0,Purlieus,control
6636,46.0,Purlieus,control
5911,56.0,Purlieus,control
7171,38.0,Purlieus,control
4601,28.0,Central,control
6609,39.0,Purlieus,control
4651,38.0,Purlieus,control
1222,51.0,Purlieus,control
3092,47.0,Purlieus,control
3247,33.0,Purlieus,control
3932,51.0,Purlieus,control
5458,50.0,Purlieus,control
3850,68.0,Suburb,control
10676,56.0,Purlieus,control
5643,56.0,Purlieus,control
6040,61.0,Suburb,control
8728,34.0,Purlieus,control
7482,50.0,Purlieus,control
6870,34.0,Purlieus,control
8992,43.0,Purlieus,control
6962,54.0,Purlieus,control
5367,48.0,Purlieus,control
4270,41.0,Purlieus,control
10579,47.0,Purlieus,control
11075,39.0,Purlieus,control
2170,56.0,Purlieus,control
8776,47.0,Purlieus,control
5341,35.0,Purlieus,control
9331,62.0,Suburb,control
5907,34.0,Purlieus,control
3945,53.0,Purlieus,control
1759,41.0,Purlieus,control
3080,32.0,Purlieus,control
2320,23.0,Central,control
8234,38.0,Purlieus,control
8408,44.0,Purlieus,control
6228,49.0,Purlieus,control
6573,48.0,Purlieus,control
2135,52.0,Purlieus,control
7884,50.0,Purlieus,control
10810,69.0,Suburb,control
9294,48.0,Purlieus,control
7712,39.0,Purlieus,control
8132,35.0,Purlieus,control
4396,47.0,Purlieus,control
8677,35.0,Purlieus,control
1572,20.0,Central,control
3199,58.0,Purlieus,control
1186,46.0,Purlieus,control
6805,65.0,Suburb,control
9779,56.0,Purlieus,control
8101,36.0,Purlieus,control
10965,30.0,Purlieus,control
3509,36.0,Purlieus,control
4979,49.0,Purlieus,control
9455,34.0,Purlieus,control
1743,47.0,Purlieus,control
10191,42.0,Purlieus,control
9186,49.0,Purlieus,control
5069,48.0,Purlieus,control
6300,44.0,Purlieus,control
10822,53.0,Purlieus,control
6264,45.0,Purlieus,control
5206,43.0,Purlieus,control
9393,54.0,Purlieus,control
7501,50.0,Purlieus,control
10531,47.0,Purlieus,control
7985,50.0,Purlieus,control
2013,42.0,Purlieus,control
1732,42.0,Purlieus,control
3796,39.0,Purlieus,control
1300,54.0,Purlieus,control
4504,54.0,Purlieus,control
5972,47.0,Purlieus,control
10573,54.0,Purlieus,control
6361,26.0,Central,control
10718,41.0,Purlieus,control
8854,33.0,Purlieus,control
9884,48.0,Purlieus,control
1697,36.0,Purlieus,control
6860,36.0,Purlieus,control
9964,54.0,Purlieus,control
7991,44.0,Purlieus,control
1140,42.0,Purlieus,control
3905,33.0,Purlieus,control
4088,72.0,Suburb,control
4341,53.0,Purlieus,control
9559,37.0,Purlieus,control
8646,62.0,Suburb,control
1600,49.0,Purlieus,control
8870,50.0,Purlieus,control
3278,41.0,Purlieus,control
4323,55.0,Purlieus,control
3306,43.0,Purlieus,control
8803,37.0,Purlieus,control
9413,23.0,Central,control
5500,45.0,Purlieus,control
5416,54.0,Purlieus,control
9460,40.0,Purlieus,control
2888,35.0,Purlieus,control
3258,48.0,Purlieus,control
9763,19.0,Central,control
6527,34.0,Purlieus,control
6784,35.0,Purlieus,control
11014,40.0,Purlieus,control
8238,34.0,Purlieus,control
8896,46.0,Purlieus,control
6253,44.0,Purlieus,control
10620,44.0,Purlieus,control
3469,52.0,Purlieus,control
4161,53.0,Purlieus,control
2381,52.0,Purlieus,control
4200,54.0,Purlieus,control
6883,62.0,Suburb,control
4576,51.0,Purlieus,control
2191,47.0,Purlieus,control
10767,42.0,Purlieus,control
2824,39.0,Purlieus,control
9758,48.0,Purlieus,control
4370,33.0,Purlieus,control
2240,50.0,Purlieus,control
7102,26.0,Central,control
3597,38.0,Purlieus,control
3643,47.0,Purlieus,control
3750,39.0,Purlieus,control
10169,49.0,Purlieus,control
6304,45.0,Purlieus,control
3489,43.0,Purlieus,control
5196,19.0,Central,control
7432,39.0,Purlieus,control
6217,59.0,Purlieus,control
1838,50.0,Purlieus,control
7106,38.0,Purlieus,control
2620,61.0,Suburb,control
6389,49.0,Purlieus,control
7048,37.0,Purlieus,control
4420,28.0,Central,control
6997,42.0,Purlieus,control
1486,57.0,Purlieus,control
4238,32.0,Purlieus,control
4405,49.0,Purlieus,control
2115,46.0,Purlieus,control
1459,36.0,Purlieus,control
7785,57.0,Purlieus,control
8413,54.0,Purlieus,control
10842,39.0,Purlieus,control
3382,34.0,Purlieus,control
1297,55.0,Purlieus,control
7777,37.0,Purlieus,control
8125,49.0,Purlieus,control
4593,38.0,Purlieus,control
5873,31.0,Purlieus,control
3861,34.0,Purlieus,control
4209,45.0,Purlieus,control
4944,31.0,Purlieus,control
1008,42.0,Purlieus,control
10618,59.0,Purlieus,control
1677,48.0,Purlieus,control
2132,33.0,Purlieus,control
9732,48.0,Purlieus,control
7800,25.0,Central,control
2228,44.0,Purlieus,control
9702,46.0,Purlieus,control
2747,41.0,Purlieus,control
3814,52.0,Purlieus,control
3195,53.0,Purlieus,control
7197,45.0,Purlieus,control
5740,44.0,Purlieus,control
5588,41.0,Purlieus,control
9060,45.0,Purlieus,control
1149,46.0,Purlieus,control
3180,50.0,Purlieus,control
8908,37.0,Purlieus,control
2727,38.0,Purlieus,control
5509,55.0,Purlieus,control
9050,57.0,Purlieus,control
6787,55.0,Purlieus,control
2496,43.0,Purlieus,control
5821,28.0,Central,control
4049,58.0,Purlieus,control
10737,58.0,Purlieus,control
10296,48.0,Purlieus,control
6132,26.0,Central,control
4871,62.0,Suburb,control
5411,42.0,Purlieus,control
7460,40.0,Purlieus,control
10502,40.0,Purlieus,control
9591,39.0,Purlieus,control
4753,55.0,Purlieus,control
3280,65.0,Suburb,control
6775,34.0,Purlieus,control
10088,50.0,Purlieus,control
6567,38.0,Purlieus,control
1095,22.0,Central,control
1248,39.0,Purlieus,control
8720,35.0,Purlieus,control
4888,47.0,Purlieus,control
3137,37.0,Purlieus,control
10182,57.0,Purlieus,control
2222,41.0,Purlieus,control
3082,43.0,Purlieus,control
3303,41.0,Purlieus,control
7053,53.0,Purlieus,control
2955,55.0,Purlieus,control
10557,29.0,Central,control
3904,42.0,Purlieus,control
10347,63.0,Suburb,control
8466,55.0,Purlieus,control
7203,44.0,Purlieus,control
7360,50.0,Purlieus,control
8779,29.0,Central,control
6524,45.0,Purlieus,control
4220,47.0,Purlieus,control
8819,41.0,Purlieus,control
7406,32.0,Purlieus,control
9621,54.0,Purlieus,control
7245,51.0,Purlieus,control
10384,40.0,Purlieus,control
2478,50.0,Purlieus,control
8338,60.0,Purlieus,control
8665,50.0,Purlieus,control
9305,38.0,Purlieus,control
9503,28.0,Central,control
6922,43.0,Purlieus,control
8333,33.0,Purlieus,control
5951,43.0,Purlieus,control
6129,49.0,Purlieus,control
2591,39.0,Purlieus,control
7388,41.0,Purlieus,control
9293,36.0,Suburb,control
3436,60.0,Purlieus,control
1507,42.0,Purlieus,control
6078,46.0,Central,control
9780,43.0,Central,control
8656,60.0,Suburb,control
4555,50.0,Central,control
8366,69.0,Suburb,control
10679,45.0,Suburb,control
4294,41.0,Purlieus,control
9137,40.0,Purlieus,control
10564,33.0,Suburb,control
7356,45.0,Central,control
6152,54.0,Central,control
5527,50.0,Purlieus,control
8166,45.0,Suburb,control
9564,49.0,Central,control
10409,34.0,Central,control
4700,43.0,Central,control
5372,33.0,Suburb,control
7249,31.0,Central,control
10851,41.0,Suburb,control
1499,45.0,Suburb,control
7983,17.0,Suburb,control
9970,28.0,Purlieus,control
5210,53.0,Central,control
2550,57.0,Central,control
2644,66.0,Suburb,control
10309,53.0,Central,control
1034,53.0,Central,control
5171,33.0,Central,control
7477,46.0,Purlieus,control
4290,43.0,Central,control
6023,34.0,Suburb,control
9651,47.0,Suburb,control
7887,48.0,Suburb,control
9618,54.0,Central,control
8871,53.0,Central,control
6098,55.0,Suburb,control
1974,49.0,Suburb,control
3518,28.0,Purlieus,control
3478,40.0,Purlieus,control
7822,42.0,Suburb,control
9900,27.0,Suburb,control
7264,33.0,Central,control
2341,54.0,Purlieus,control
10179,44.0,Purlieus,control
6495,40.0,Central,control
7925,53.0,Suburb,control
3069,53.0,Purlieus,control
5610,30.0,Purlieus,control
8687,50.0,Suburb,control
1880,43.0,Purlieus,control
7640,58.0,Central,control
2188,45.0,Purlieus,control
3277,46.0,Suburb,control
1240,61.0,Suburb,control
9027,58.0,Suburb,control
8921,15.0,Central,control
10377,43.0,Central,control
6320,37.0,Suburb,control
6102,53.0,Purlieus,control
1211,53.0,Suburb,control
4952,37.0,Suburb,control
10802,48.0,Central,control
8209,56.0,Purlieus,control
2650,52.0,Central,control
5869,40.0,Suburb,control
8414,57.0,Purlieus,control
7730,39.0,Central,control
3868,49.0,Central,control
6058,57.0,Suburb,control
5436,43.0,Central,control
5624,53.0,Purlieus,control
7736,43.0,Central,control
2855,47.0,Central,control
4206,54.0,Suburb,control
7426,44.0,Purlieus,control
5272,50.0,Suburb,control
3807,51.0,Purlieus,control
7401,57.0,Suburb,control
10062,43.0,Suburb,control
6788,39.0,Central,control
2061,60.0,Purlieus,control
3027,39.0,Purlieus,control
3701,62.0,Purlieus,control
10789,51.0,Purlieus,control
8213,33.0,Purlieus,control
9438,53.0,Purlieus,control
4149,55.0,Purlieus,control
10724,38.0,Suburb,control
9045,33.0,Central,control
1043,56.0,Suburb,control
7278,57.0,Purlieus,control
2708,23.0,Central,control
3918,45.0,Central,control
9544,41.0,Suburb,control
1101,38.0,Central,control
7676,55.0,Central,control
12494,38.0,Purlieus,test
12136,31.0,Purlieus,test
11987,39.0,Purlieus,test
12848,29.0,Central,test
13166,31.0,Purlieus,test
11860,46.0,Purlieus,test
20952,40.0,Purlieus,test
11342,43.0,Purlieus,test
14217,37.0,Purlieus,test
11215,28.0,Central,test
17758,36.0,Purlieus,test
20933,17.0,Central,test
20602,29.0,Central,test
11536,55.0,Purlieus,test
21086,22.0,Central,test
19911,30.0,Purlieus,test
20098,45.0,Purlieus,test
20164,48.0,Purlieus,test
14107,31.0,Purlieus,test
17230,42.0,Purlieus,test
14177,36.0,Purlieus,test
20147,41.0,Purlieus,test
19943,44.0,Purlieus,test
15157,37.0,Purlieus,test
18709,27.0,Central,test
20808,52.0,Purlieus,test
21192,37.0,Purlieus,test
18918,41.0,Purlieus,test
16971,50.0,Purlieus,test
12176,42.0,Purlieus,test
13227,30.0,Purlieus,test
18737,36.0,Purlieus,test
17797,35.0,Purlieus,test
18993,40.0,Purlieus,test
16806,36.0,Purlieus,test
18231,39.0,Purlieus,test
15409,45.0,Purlieus,test
14156,28.0,Central,test
17497,55.0,Purlieus,test
18427,41.0,Purlieus,test
12292,22.0,Central,test
11473,39.0,Purlieus,test
19281,29.0,Central,test
15424,40.0,Purlieus,test
17859,45.0,Purlieus,test
18449,26.0,Central,test
13818,33.0,Purlieus,test
12342,38.0,Purlieus,test
19143,31.0,Purlieus,test
12237,32.0,Purlieus,test
18883,23.0,Central,test
20572,53.0,Purlieus,test
16107,42.0,Purlieus,test
19551,28.0,Central,test
17298,55.0,Purlieus,test
15098,26.0,Central,test
18721,37.0,Purlieus,test
15558,28.0,Central,test
18138,41.0,Purlieus,test
18866,37.0,Purlieus,test
17912,25.0,Central,test
11568,23.0,Central,test
16714,24.0,Central,test
19375,58.0,Purlieus,test
16123,31.0,Purlieus,test
20179,45.0,Purlieus,test
11723,34.0,Purlieus,test
11155,55.0,Purlieus,test
12319,58.0,Purlieus,test
20780,54.0,Purlieus,test
15463,63.0,Suburb,test
20497,39.0,Purlieus,test
18316,34.0,Purlieus,test
20269,39.0,Purlieus,test
13887,30.0,Purlieus,test
19744,44.0,Purlieus,test
15203,40.0,Purlieus,test
16911,37.0,Purlieus,test
14679,40.0,Purlieus,test
17194,51.0,Purlieus,test
16857,41.0,Purlieus,test
18121,41.0,Purlieus,test
13561,39.0,Purlieus,test
16656,56.0,Purlieus,test
18581,29.0,Central,test
18855,40.0,Purlieus,test
12955,35.0,Purlieus,test
16390,55.0,Purlieus,test
19034,59.0,Purlieus,test
16372,24.0,Central,test
18661,23.0,Central,test
18128,54.0,Purlieus,test
17446,24.0,Central,test
14160,19.0,Central,test
17087,36.0,Purlieus,test
18082,70.0,Suburb,test
19512,51.0,Purlieus,test
17326,44.0,Purlieus,test
15708,28.0,Central,test
19187,45.0,Purlieus,test
12048,23.0,Central,test
17973,26.0,Central,test
11805,41.0,Purlieus,test
16604,29.0,Central,test
14765,30.0,Purlieus,test
14408,34.0,Purlieus,test
19616,47.0,Purlieus,test
15222,42.0,Purlieus,test
12329,47.0,Purlieus,test
18980,35.0,Purlieus,test
11937,28.0,Central,test
16463,43.0,Purlieus,test
14450,37.0,Purlieus,test
11265,39.0,Purlieus,test
18979,28.0,Central,test
13668,40.0,Purlieus,test
17747,41.0,Purlieus,test
19632,23.0,Central,test
12075,31.0,Purlieus,test
14645,38.0,Purlieus,test
20367,35.0,Purlieus,test
12021,25.0,Central,test
21017,47.0,Purlieus,test
17309,50.0,Purlieus,test
20851,49.0,Purlieus,test
15453,49.0,Purlieus,test
19447,35.0,Purlieus,test
11697,40.0,Purlieus,test
15607,47.0,Purlieus,test
20151,41.0,Purlieus,test
15269,49.0,Purlieus,test
15869,12.0,Central,test
11250,44.0,Purlieus,test
20083,45.0,Purlieus,test
15923,49.0,Purlieus,test
16715,23.0,Central,test
15635,36.0,Purlieus,test
14448,32.0,Purlieus,test
16928,40.0,Purlieus,test
17862,26.0,Central,test
12052,51.0,Purlieus,test
12686,39.0,Purlieus,test
13294,37.0,Purlieus,test
11425,38.0,Purlieus,test
18770,42.0,Purlieus,test
20988,37.0,Purlieus,test
20640,43.0,Purlieus,test
16150,44.0,Purlieus,test
12469,22.0,Central,test
16229,41.0,Purlieus,test
15448,26.0,Central,test
11205,37.0,Purlieus,test
17575,27.0,Central,test
21011,29.0,Central,test
14192,36.0,Purlieus,test
15769,29.0,Central,test
11317,46.0,Purlieus,test
14020,38.0,Purlieus,test
18288,45.0,Purlieus,test
17756,33.0,Purlieus,test
13450,39.0,Purlieus,test
15045,37.0,Purlieus,test
14757,27.0,Central,test
16010,40.0,Purlieus,test
20107,33.0,Purlieus,test
12868,42.0,Purlieus,test
20463,29.0,Central,test
17089,35.0,Purlieus,test
19056,35.0,Purlieus,test
17911,45.0,Purlieus,test
11202,45.0,Purlieus,test
14479,31.0,Purlieus,test
18141,48.0,Purlieus,test
14169,41.0,Purlieus,test
19302,32.0,Purlieus,test
14845,39.0,Purlieus,test
19108,37.0,Purlieus,test
12802,34.0,Purlieus,test
19392,58.0,Purlieus,test
17530,34.0,Purlieus,test
19384,46.0,Purlieus,test
15749,44.0,Purlieus,test
12142,35.0,Purlieus,test
20205,49.0,Purlieus,test
20610,29.0,Central,test
20667,44.0,Purlieus,test
13463,33.0,Purlieus,test
17771,31.0,Purlieus,test
16252,49.0,Purlieus,test
18451,35.0,Purlieus,test
18374,47.0,Purlieus,test
16364,45.0,Purlieus,test
20252,32.0,Purlieus,test
20629,53.0,Purlieus,test
12768,26.0,Central,test
13432,36.0,Purlieus,test
15391,49.0,Purlieus,test
14353,58.0,Purlieus,test
14419,54.0,Purlieus,test
17462,33.0,Purlieus,test
16280,29.0,Central,test
19191,39.0,Purlieus,test
18601,44.0,Purlieus,test
18368,38.0,Purlieus,test
12736,28.0,Central,test
15441,39.0,Purlieus,test
19613,49.0,Purlieus,test
14859,42.0,Purlieus,test
20985,44.0,Purlieus,test
12999,48.0,Purlieus,test
14840,55.0,Purlieus,test
12629,37.0,Purlieus,test
13233,45.0,Purlieus,test
15864,40.0,Purlieus,test
11323,39.0,Purlieus,test
18574,38.0,Purlieus,test
12940,20.0,Central,test
20238,32.0,Purlieus,test
18042,33.0,Purlieus,test
13831,38.0,Purlieus,test
15731,37.0,Purlieus,test
13192,31.0,Purlieus,test
17940,52.0,Purlieus,test
18214,43.0,Purlieus,test
15577,46.0,Purlieus,test
16662,31.0,Purlieus,test
11131,47.0,Purlieus,test
19016,56.0,Purlieus,test
11469,48.0,Purlieus,test
17880,27.0,Central,test
20385,52.0,Purlieus,test
12840,38.0,Purlieus,test
18840,33.0,Purlieus,test
12185,29.0,Central,test
15494,38.0,Purlieus,test
17144,30.0,Purlieus,test
16308,50.0,Purlieus,test
18329,45.0,Purlieus,test
18810,40.0,Purlieus,test
16537,25.0,Central,test
12978,47.0,Purlieus,test
20736,38.0,Purlieus,test
18985,60.0,Purlieus,test
17212,38.0,Purlieus,test
13655,44.0,Purlieus,test
11310,56.0,Purlieus,test
11464,35.0,Purlieus,test
12307,57.0,Purlieus,test
21139,45.0,Purlieus,test
11380,38.0,Purlieus,test
12061,51.0,Purlieus,test
12884,15.0,Central,test
14922,29.0,Central,test
20421,33.0,Purlieus,test
19131,32.0,Purlieus,test
20783,40.0,Purlieus,test
15253,31.0,Purlieus,test
14039,36.0,Purlieus,test
20983,50.0,Purlieus,test
17984,23.0,Central,test
12696,35.0,Purlieus,test
17755,20.0,Central,test
16417,37.0,Purlieus,test
15985,49.0,Purlieus,test
17329,25.0,Central,test
18234,41.0,Purlieus,test
15857,52.0,Purlieus,test
17218,26.0,Central,test
20406,40.0,Purlieus,test
13804,40.0,Purlieus,test
17180,60.0,Purlieus,test
18077,50.0,Purlieus,test
21150,32.0,Purlieus,test
12489,55.0,Purlieus,test
20294,55.0,Purlieus,test
14304,32.0,Purlieus,test
17115,37.0,Purlieus,test
16114,32.0,Purlieus,test
17523,32.0,Purlieus,test
21022,34.0,Purlieus,test
20255,39.0,Purlieus,test
19225,40.0,Purlieus,test
18187,48.0,Purlieus,test
12611,32.0,Purlieus,test
12069,45.0,Purlieus,test
15668,30.0,Purlieus,test
16609,44.0,Purlieus,test
12760,43.0,Purlieus,test
12385,15.0,Central,test
11580,49.0,Purlieus,test
13716,39.0,Purlieus,test
21132,30.0,Purlieus,test
11409,19.0,Central,test
19595,31.0,Purlieus,test
14222,39.0,Purlieus,test
14030,28.0,Central,test
19048,37.0,Purlieus,test
16243,33.0,Purlieus,test
19727,44.0,Purlieus,test
